t,Vmag,Vangle,fgrid,P,,,,,,
12.153801,0.984787,-8.743867,0.99987,55.397257,,,,,,
12.195987,0.984799,-8.953282,0.999817,55.399989,,,,,,
12.238173,0.984862,-9.131894,0.999791,55.402744,,,,,,
12.280358,0.984974,-9.257845,0.999795,55.405383,,,,,,
12.343637,0.985211,-9.322677,0.999825,55.408486,,,,,,
12.406916,0.985483,-9.240083,0.999885,55.409695,,,,,,
12.470195,0.985713,-9.043531,0.999969,55.408159,,,,,,
12.533473,0.985829,-8.789496,1.000052,55.403998,,,,,,
12.596752,0.985789,-8.537588,1.000114,55.398415,,,,,,
12.660031,0.985605,-8.333783,1.000145,55.393281,,,,,,
12.723309,0.985341,-8.201799,1.000142,55.390426,,,,,,
12.786588,0.985091,-8.143473,1.000114,55.390958,,,,,,
12.849867,0.984941,-8.145717,1.000073,55.394639,,,,,,
12.913146,0.984931,-8.189738,1.00003,55.399702,,,,,,
12.976424,0.985035,-8.257781,0.999993,55.403811,,,,,,
13.039703,0.985186,-8.335399,0.999966,55.405443,,,,,,
13.102982,0.985317,-8.409772,0.999948,55.40464,,,,,,
13.16626,0.985394,-8.466266,0.999941,55.40264,,,,,,
13.229539,0.985418,-8.486909,0.999943,55.400733,,,,,,
13.292818,0.985405,-8.452639,0.999958,55.399456,,,,,,
13.356097,0.985371,-8.34979,0.999985,55.398686,,,,,,
13.419375,0.98532,-8.177675,1.000023,55.398124,,,,,,
13.482654,0.985257,-7.954283,1.000068,55.397699,,,,,,
13.545933,0.98519,-7.716186,1.000109,55.397536,,,,,,
13.609212,0.985128,-7.51137,1.000135,55.397732,,,,,,
13.67249,0.985078,-7.386266,1.000135,55.398199,,,,,,
13.735769,0.985043,-7.370859,1.000107,55.398694,,,,,,
13.799048,0.985012,-7.467134,1.000052,55.39887,,,,,,
13.862326,0.984975,-7.645341,0.999984,55.398663,,,,,,
13.925605,0.984934,-7.850264,0.999921,55.398474,,,,,,
13.988884,0.984908,-8.016168,0.999879,55.399023,,,,,,
14.052163,0.984927,-8.086052,0.999873,55.400646,,,,,,
14.115441,0.985004,-8.029068,0.999905,55.402721,,,,,,
14.17872,0.985114,-7.850401,0.999967,55.403915,,,,,,
14.241999,0.985201,-7.590338,1.000043,55.403064,,,,,,
14.305277,0.98521,-7.312639,1.000111,55.400242,,,,,,
14.368556,0.985122,-7.085904,1.000152,55.396747,,,,,,
14.431835,0.984965,-6.963683,1.000154,55.394271,,,,,,
14.495114,0.98479,-6.969705,1.000117,55.393666,,,,,,
14.558392,0.984644,-7.092397,1.000051,55.394733,,,,,,
14.621671,0.984552,-7.290037,0.999976,55.396736,,,,,,
14.68495,0.984527,-7.504311,0.999912,55.3991,,,,,,
14.748229,0.984568,-7.677626,0.999873,55.401486,,,,,,
14.811507,0.984669,-7.768721,0.99987,55.40357,,,,,,
14.874786,0.984804,-7.762085,0.999898,55.404824,,,,,,
14.938065,0.984935,-7.669178,0.999948,55.404632,,,,,,
15,0.985014,-7.525128,1.000004,55.402836,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
15,0.985014,-7.525138,1.000004,55.402843,,,,,,
